rpt_rec_num,prvdr_num_chr,provider_name,city,state_abbrev,raw_provider_model_class,clean_provider_model_class,clean_provider_group,revenue_source_method,revenue_use_for_model_flag,operating_revenue_candidate,operating_income_candidate,operating_margin_candidate,diagnostic_margin_stress_tier,diagnostic_margin_note,stabilization_tier,stabilization_basis,annual_transition_support_cap_model
828093,204008,RIVERVIEW PSYCHIATRIC HOSPITAL,AUGUSTA,ME,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,53020924,-53020924,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828120,444001,MEMPHIS MENTAL HLTH INSTITUTE,MEMPHIS,TN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,26538640,-26538640,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828121,444002,MOCCASIN BEND MENTAL HLTH INSTITUTE,CHATTANOOGA,TN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,56349105,-56349105,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828122,444014,MIDDLE TENN MENTAL HLTH INSTITUTE,NASHVILLE,TN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,70984501,-70984501,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828137,074012,SOUTHWEST CT MENTAL HEALTH SYSTEM,BRIDGEPORT,CT,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,54989000,-54989000,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828190,164002,MENTAL HEALTH INSTITUTE,CHEROKEE,IA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,22503569,-22503569,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828223,474004,VERMONT PSYCHIATRIC CARE HOSPITAL,BERLIN,VT,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,36921486,-36921486,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828340,334009,NEW YORK P.I.,NEW YORK,NY,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,88545177,-88545177,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828380,144010,CHICAGO READ MENTAL HEALTH CENTER,CHICAGO,IL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,45439339,-45439339,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828381,144016,ALTON MENTAL HEALTH CENTER,ALTON,IL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,32019135,-32019135,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828427,054122,NAPA STATE HOSPITAL,NAPA,CA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,436212843,-436212843,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828577,334060,KIRBY FORENSIC P.C.,NEW YORK,NY,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,77054757,-77054757,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828994,164003,MENTAL HEALTH INSTITUTE,INDEPENDENCE,IA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,26533040,-26533040,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829151,034021,ARIZONA STATE HOSPITAL,PHOENIX,AZ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,76858503,-76858503,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829159,054133,METROPOLITAN STATE HOSPITAL,NORWALK,CA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,349160828,-349160828,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829326,244013,FERGUS FALLS CBHH,ST. PAUL,MN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,9117304,-9117304,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829327,244017,CBHH- ROCHESTER,ST. PAUL,MN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,9389045,-9389045,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829432,074011,CONNECTICUT MENTAL HEALTH CENTER,NEW HAVEN,CT,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,48013376,-48013376,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824549,174022,OSAWATOMIE STATE HOSPITAL,OSAWATOMIE,KS,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,68185346,-66923896,-0.981499690564011,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824120,314013,TRENTON PSYCHIATRIC HOSPITAL,W. TRENTON,NJ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,117359266,-114707914,-0.977408243163348,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829574,100298,FLORIDA STATE HOSPITAL,CHATTACHOOCHEE,FL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,182219588,-177546437,-0.974354288409433,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825602,314016,GREYSTONE PARK PSYCH. HOSPITAL,GREYSTONE PARK,NJ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,132825511,-128244293,-0.965509502161825,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829435,104001,SOUTH FLORIDA STATE HOSPITAL,PEMBROKE PINES,FL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,42198521,-40436771,-0.958250906471343,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825601,314005,ANCORA PSYCHIATRIC HOSPITAL,ANCORA,NJ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,133742103,-127618004,-0.954209640325455,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825734,064003,COLORADO MENTAL HEALTH INST-FT LOGAN,DENVER,CO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,62950605,-59501006,-0.945201495680621,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827961,494021,WESTERN STATE HOSPITAL,STAUNTON,VA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,110496948,-103037407,-0.932490977035854,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827821,254009,NORTH MISSISSIPPI STATE HOSPITAL,TUPELO,MS,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,9664290,-9010687,-0.932369268720206,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826605,104007,NORTHEAST FLORIDA STATE HOSPITAL,MACCLENNY,FL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,105981249,-98378441,-0.928262706169843,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826660,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,LAS VEGAS,NV,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,154392882,-141343410,-0.915478797785509,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828435,154018,RICHMOND STATE HOSPITAL,RICHMOND,IN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,44046916,-40006081,-0.908260660065281,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827960,494017,SOUTHERN VIRGINIA MENTAL HEALTH INST,DANVILLE,VA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,30550742,-27731444,-0.907717527777231,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828216,374026,TULSA CENTER FOR BEHAVIORAL HEALTH,TULSA,OK,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,19458673,-17346828,-0.891470245684277,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825593,294000,NORTHERN NEVADA ADULT MENTAL HEALTH,SPARKS,NV,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,29837332,-26218872,-0.878727092623429,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829458,234041,CENTER FOR FORENSIC PSYCHIATRY,ANN ARBOR,MI,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,108964681,-95579133,-0.877157002827366,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824403,494010,NORTHERN VIRGINIA MENTAL HEALTH INST,FALLS CHURCH,VA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,61136674,-53491672,-0.87495227496347,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828844,354003,ND STATE HOSPITAL,JAMESTOWN,ND,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,44632132,-38886138,-0.87125880520339,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829103,234035,WALTER REUTHER PSYCHIATRIC HOSPITAL,WESTLAND,MI,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,63866736,-54636432,-0.855475563993125,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828638,184002,WESTERN STATE HOSPITAL,HOPKINSVILLE,KY,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,76708823,-65198418,-0.849946791648726,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829669,254008,SOUTH MISSISSIPPI STATE HOSPITAL,PURVIS,MS,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,9394116,-7897096,-0.840642802366929,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829502,524008,MENDOTA MENTAL HEALTH INSTITUTE,MADISON,WI,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,169795656,-142105744,-0.836922141282578,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824559,184015,CENTRAL STATE HOSPITAL,LOUISVILLE,KY,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,27226780,-22003630,-0.808161302952461,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829615,374001,NORTHWEST CTR FOR BEHAVIORAL HEALTH,WOODWARD,OK,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,16173918,-12964874,-0.801591426394025,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824406,494029,SOUTHWESTERN VA MENTAL HLTH INST IPT,MARION,VA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,72276011,-57780051,-0.799436081219258,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829102,234025,CARO PSYCHIATRIC HOSPITAL,CARO,MI,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,62947876,-49764907,-0.790573251431073,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828484,154056,EVANSVILLE STATE HOSPITAL,EVANSVILLE,IN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,34064409,-26877341,-0.789015332689318,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826491,314011,UNIVERSITY BEHAVIORAL HEALTHCARE,PISCATAWAY,NJ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,161192969,-125925421,-0.781209141944647,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828550,154019,MADISON STATE HOSPITAL,MADISON,IN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,34410457,-26819334,-0.779394879876196,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828494,264007,N.W. MO PSYCHIATRIC REHAB CTR,ST.JOSEPH,MO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,76956977,-52857726,-0.686847743512586,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829894,384008,OREGON STATE HOSPITAL,SALEM,OR,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,497584881,-336942379,-0.67715558061741,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828495,264008,CENTER FOR BEHAVIORAL MEDICINE,KANSAS CITY,MO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,45810057,-30411128,-0.663852655760721,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827770,374006,CARL ALBERT COMMUNITY MENTAL HEALTH,MCALESTER,OK,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,22266465,-13723550,-0.616332677863325,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829827,374008,JIM TALIAFERRO COMM MENTAL HLTH CNTR,LAWTON,OK,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,16974766,-10106016,-0.595355246723283,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828052,424005,BRYAN PSYCHIATRIC HOSPITAL,COLUMBIA,SC,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,105471663,-52574917,-0.498474334286357,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828492,264004,FULTON STATE HOSPITAL,FULTON,MO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,159783518,-78638650,-0.492157457692226,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829688,454084,AUSTIN STATE HOSPITAL,AUSTIN,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,97515373,-45124357,-0.462740956751506,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828496,264010,ST. LOUIS FORENSIC TREATMENT CENTER,ST.LOUIS,MO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,86986399,-39963979,-0.459427904355484,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829633,454006,TERRELL STATE HOSPITAL,TERRELL,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,92552862,-34827936,-0.376303176880689,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828053,424011,HARRIS PSYCHIATRIC HOSPITAL,COLUMBIA,SC,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,35804782,-10676628,-0.298190001547838,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825556,184004,EASTERN STATE HOSPITAL,LEXINGTON,KY,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,68135711,-19926012,-0.292445939252032,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824913,054144,LANGLEY PORTER PSYCHIATRIC HOSPITAL,SAN FRANCISCO,CA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,32896806,-8916150,-0.271033911316497,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824268,144031,ALEXIAN BROTHERS BEHAVIORAL HEALTH,HOFFMAN ESTATES,IL,Short-term acute/general hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,97942447,-25770084,-0.263114561554706,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824467,054009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT,LOS ANGELES,CA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,94240020,-23418992,-0.24850368240584,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829552,454009,RUSK STATE HOSPITAL,RUSK,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,100687047,-22865279,-0.227092557397179,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829635,454011,SAN ANTONIO STATE HOSPITAL,SAN ANTONIO,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,99742569,-22089370,-0.221463816517499,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824468,054123,ST. JOSEPHS BEHAVIORAL HLTH CENTER,STOCKTON,CA,Short-term acute/general hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,26029569,-5580787,-0.214401821251823,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824943,134010,STATE HOSPITAL SOUTH,BLACKFOOT,ID,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,37973902,-8141635,-0.214400800844749,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
795740,014012,MARY S HARPER GERIATRIC PSYCH CEN,TUSCALOOSA,AL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,29079714,-3083640,-0.106040932864746,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
831462,050546,PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,CA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,200857026,-17076140,-0.0850163937008606,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829554,454100,EL PASO PSYCHIATRIC CENTER,EL PASO,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,27519030,-2236692,-0.0812780101624222,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823870,174006,LARNED STATE HOSPITAL,LARNED,KS,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,127868929,-10061271,-0.0786842517465678,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829323,234026,KALAMAZOO PSYCHIATRIC HOSPITAL,KALAMAZOO,MI,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,65568436,-4009032,-0.0611427120207656,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829877,250134,WHITFIELD MEDICAL SURGICAL CENTER,WHITFIELD,MS,Critical access hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,5456119,-5456119,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,5456.119
798734,442010,BAPTIST MEM RESTORATIVE CARE HOSP.,MEMPHIS,TN,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,12610995,-4400945,-0.348976825381344,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
810806,150193,FRANCISCAN HEALTH ORTHOPEDIC CARMEL,CARMEL,IN,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,53872346,-18605642,-0.345365356838182,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,259241.647245
823846,113028,ROOSEVELT WARM SPRINGS REHAB HOSP,WARM SPRINGS,GA,Critical access hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,22819002,-6167018,-0.270258006901441,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
810558,503025,ST. LUKES REHABILITATION INST.,SPOKANE,WA,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,75368321,-18679263,-0.247839712390568,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
817866,330405,HELEN HAYES HOSPITAL,WEST HAVERSTRAW,NY,Critical access hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,85458034,-17584965,-0.2057731049605,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813799,022001,ALASKA SPECIALTY HOSPITAL LLC,ANCHORAGE,AK,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,55962073,-11071303,-0.197835827132422,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827554,282000,MADONNA REHABILITATION LTC HOSPITAL,LINCOLN,NE,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,206384471,-19428331,-0.0941365932517277,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827716,283025,MADONNA REHABILITATION HOSPITAL,LINCOLN,NE,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,206384471,-19428331,-0.0941365932517277,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827946,282003,MADONNA REHAB OMAHA LTC HOSPITAL,OMAHA,NE,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,206384471,-19428331,-0.0941365932517277,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
799491,103027,ST JOHNS REHABILITATION HOSPITAL,LAUDERDALE LAKES,FL,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,29569890,-2461419,-0.0832407222346786,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
799490,103026,ST. CATHERINES REHAB HOSPITAL,NORTH MIAMI,FL,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,38009898,-2473150,-0.0650659467699703,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
799236,173028,VIA CHRISTI REHAB CENTER INC,WICHITA,KS,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,27213122,-1690606,-0.0621246617716262,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
