clean_provider_group,clean_provider_model_class,revenue_source_method,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,01600,00100,1,1,1,-24969539,-24969539,-24969539,-24969539,-24969539,-24969539,-24969539
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,01900,00100,1,1,1,3623580,3623580,3623580,3623580,3623580,3623580,3623580
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,02000,00100,1,1,1,-3623580,-3623580,-3623580,-3623580,-3623580,-3623580,-3623580
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,02300,00100,1,1,1,2650925,2650925,2650925,2650925,2650925,2650925,2650925
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,02400,00100,1,1,1,-1881008,-1881008,-1881008,-1881008,-1881008,-1881008,-1881008
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,02900,00100,1,1,1,4113672,4113672,4113672,4113672,4113672,4113672,4113672
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,03000,00100,1,1,1,17655199,17655199,17655199,17655199,17655199,17655199,17655199
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,03400,00100,1,1,1,19835611,19835611,19835611,19835611,19835611,19835611,19835611
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,03500,00100,1,1,1,19835611,19835611,19835611,19835611,19835611,19835611,19835611
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,03600,00100,1,1,1,60031496,60031496,60031496,60031496,60031496,60031496,60031496
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,03700,00100,1,1,1,406203,406203,406203,406203,406203,406203,406203
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,03800,00100,1,1,1,5019652,5019652,5019652,5019652,5019652,5019652,5019652
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,03900,00100,1,1,1,695000,695000,695000,695000,695000,695000,695000
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,04400,00100,1,1,1,153734,153734,153734,153734,153734,153734,153734
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,04500,00100,1,1,1,6274589,6274589,6274589,6274589,6274589,6274589,6274589
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,04900,00100,1,1,1,81470120,81470120,81470120,81470120,81470120,81470120,81470120
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,05000,00100,1,1,1,81470120,81470120,81470120,81470120,81470120,81470120,81470120
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,05100,00100,1,1,1,87744709,87744709,87744709,87744709,87744709,87744709,87744709
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,05200,00100,1,1,1,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,05900,00100,1,1,1,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G000000,06000,00100,1,1,1,60031496,60031496,60031496,60031496,60031496,60031496,60031496
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G100000,00100,00200,1,1,1,-38015789,-38015789,-38015789,-38015789,-38015789,-38015789,-38015789
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G100000,00200,00200,1,1,1,10302576,10302576,10302576,10302576,10302576,10302576,10302576
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G100000,00300,00200,1,1,1,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G100000,01100,00200,1,1,1,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G100000,01900,00200,1,1,1,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213,-27713213
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,00700,00100,1,1,1,17210695,17210695,17210695,17210695,17210695,17210695,17210695
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,00700,00300,1,1,1,17210695,17210695,17210695,17210695,17210695,17210695,17210695
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01000,00100,1,1,1,17210695,17210695,17210695,17210695,17210695,17210695,17210695
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01000,00300,1,1,1,17210695,17210695,17210695,17210695,17210695,17210695,17210695
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01700,00100,1,1,1,17210695,17210695,17210695,17210695,17210695,17210695,17210695
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01700,00300,1,1,1,17210695,17210695,17210695,17210695,17210695,17210695,17210695
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01800,00100,1,1,1,454885,454885,454885,454885,454885,454885,454885
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01800,00300,1,1,1,454885,454885,454885,454885,454885,454885,454885
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01900,00200,1,1,1,18719,18719,18719,18719,18719,18719,18719
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,01900,00300,1,1,1,18719,18719,18719,18719,18719,18719,18719
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,02800,00100,1,1,1,17665580,17665580,17665580,17665580,17665580,17665580,17665580
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,02800,00200,1,1,1,18719,18719,18719,18719,18719,18719,18719
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,02800,00300,1,1,1,17684299,17684299,17684299,17684299,17684299,17684299,17684299
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,02900,00200,1,1,1,30583919,30583919,30583919,30583919,30583919,30583919,30583919
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G200000,04300,00200,1,1,1,30583919,30583919,30583919,30583919,30583919,30583919,30583919
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,00100,00100,1,1,1,17684299,17684299,17684299,17684299,17684299,17684299,17684299
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,00200,00100,1,1,1,947693,947693,947693,947693,947693,947693,947693
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,00300,00100,1,1,1,16736606,16736606,16736606,16736606,16736606,16736606,16736606
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,00400,00100,1,1,1,30583919,30583919,30583919,30583919,30583919,30583919,30583919
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,00500,00100,1,1,1,-13847313,-13847313,-13847313,-13847313,-13847313,-13847313,-13847313
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,00700,00100,1,1,1,730930,730930,730930,730930,730930,730930,730930
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,01400,00100,1,1,1,171061,171061,171061,171061,171061,171061,171061
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,01800,00100,1,1,1,16,16,16,16,16,16,16
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02400,00100,1,1,1,7289123,7289123,7289123,7289123,7289123,7289123,7289123
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02401,00100,1,1,1,677143,677143,677143,677143,677143,677143,677143
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02402,00100,1,1,1,24386,24386,24386,24386,24386,24386,24386
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02403,00100,1,1,1,1629230,1629230,1629230,1629230,1629230,1629230,1629230
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02404,00100,1,1,1,13628000,13628000,13628000,13628000,13628000,13628000,13628000
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02500,00100,1,1,1,24149889,24149889,24149889,24149889,24149889,24149889,24149889
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02600,00100,1,1,1,10302576,10302576,10302576,10302576,10302576,10302576,10302576
Rural / CAH / IHS,CAH candidate - internally safe,standard_g2_l028_split,G300000,02900,00100,1,1,1,10302576,10302576,10302576,10302576,10302576,10302576,10302576
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,00100,00100,2,2,2,-24498,-17015.75,-9533.5,-9533.5,-2051.25,5431,-19067
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,00400,00100,2,2,2,5088385,6181767.75,7275150.5,7275150.5,8368533.25,9461916,14550301
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,00600,00100,2,2,2,-889366,-781886.25,-674406.5,-674406.5,-566926.75,-459447,-1348813
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,00700,00100,2,2,2,262680,294343.75,326007.5,326007.5,357671.25,389335,652015
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,00800,00100,2,2,2,122320,303421.75,484523.5,484523.5,665625.25,846727,969047
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,01100,00100,2,2,2,5410583,6406162.25,7401741.5,7401741.5,8397320.75,9392900,14803483
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,01300,00100,2,2,2,410305,506095.5,601886,601886,697676.5,793467,1203772
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,01500,00100,2,2,2,26177728,27933168.25,29688608.5,29688608.5,31444048.75,33199489,59377217
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,01600,00100,1,1,1,-5265593,-5265593,-5265593,-5265593,-5265593,-5265593,-5265593
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,01700,00100,2,2,2,1547389,1777079.75,2006770.5,2006770.5,2236461.25,2466152,4013541
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,01900,00100,2,2,2,3392393,3846545.75,4300698.5,4300698.5,4754851.25,5209004,8601397
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,02300,00100,2,2,2,8380,181921.25,355462.5,355462.5,529003.75,702545,710925
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,02400,00100,2,2,2,-10079862,-8603138.5,-7126415,-7126415,-5649691.5,-4172968,-14252830
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,03000,00100,2,2,2,25269034,26231624.25,27194214.5,27194214.5,28156804.75,29119395,54388429
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,03400,00100,1,1,1,57655,57655,57655,57655,57655,57655,57655
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,03500,00100,1,1,1,57655,57655,57655,57655,57655,57655,57655
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,03600,00100,2,2,2,34529978,34577380.75,34624783.5,34624783.5,34672186.25,34719589,69249567
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,03700,00100,2,2,2,5878924,5880911.25,5882898.5,5882898.5,5884885.75,5886873,11765797
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,03800,00100,2,2,2,487989,565369.75,642750.5,642750.5,720131.25,797512,1285501
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,03900,00100,2,2,2,171723,245669.25,319615.5,319615.5,393561.75,467508,639231
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,04300,00100,2,2,2,2110465,9729533.5,17348602,17348602,24967670.5,32586739,34697204
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,04400,00100,2,2,2,1612800,8923750.5,16234701,16234701,23545651.5,30856602,32469402
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,04500,00100,2,2,2,10269850,25349208.75,40428567.5,40428567.5,55507926.25,70587285,80857135
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,04900,00100,2,2,2,10566,6497892,12985218,12985218,19472544,25959870,25970436
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,05000,00100,2,2,2,10566,6497892,12985218,12985218,19472544,25959870,25970436
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,05100,00100,2,2,2,36229720,44821752.75,53413785.5,53413785.5,62005818.25,70597851,106827571
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,05200,00100,2,2,2,-36067872,-27428436.75,-18789001.5,-18789001.5,-10149566.25,-1510131,-37578003
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,05900,00100,2,2,2,-36067872,-27428436.75,-18789001.5,-18789001.5,-10149566.25,-1510131,-37578003
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G000000,06000,00100,2,2,2,34529979,34577381.5,34624784,34624784,34672186.5,34719589,69249568
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G100000,00100,00200,2,2,2,-4877307,-4389966.75,-3902626.5,-3902626.5,-3415286.25,-2927946,-7805253
Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,G100000,00200,00200,2,2,2,-8011850,-6262659,-4513468,-4513468,-2764277,-1015086,-9026936
