clean_provider_group,clean_provider_model_class,revenue_source_method,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,02100,00100,1,1,1,1957651,1957651,1957651,1957651,1957651,1957651,1957651
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,02200,00100,1,1,1,-1557825,-1557825,-1557825,-1557825,-1557825,-1557825,-1557825
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,02300,00100,5,5,5,2559527,3117175,3367935,4776013.4,5297724,9537706,23880067
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,02300,00400,1,1,1,5786894,5786894,5786894,5786894,5786894,5786894,5786894
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,02400,00100,2,2,2,-3259828,-3084272.5,-2908717,-2908717,-2733161.5,-2557606,-5817434
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,02400,00400,1,1,1,-5786894,-5786894,-5786894,-5786894,-5786894,-5786894,-5786894
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,02700,00100,2,2,2,1767391,2835189.5,3902988,3902988,4970786.5,6038585,7805976
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03000,00100,5,5,5,5759018,5840889,9300802,36535720,14128019,147649872,182678600
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03000,00400,1,1,1,7992865,7992865,7992865,7992865,7992865,7992865,7992865
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03400,00100,1,1,1,168091567,168091567,168091567,168091567,168091567,168091567,168091567
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03500,00100,1,1,1,168091567,168091567,168091567,168091567,168091567,168091567,168091567
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03600,00100,6,6,6,3370847,5424595,9778074.5,60122945.6666667,116157761.25,182219586,360737674
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03600,00200,3,3,3,2838,6474.5,10111,16904,23937,37763,50712
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03600,00300,2,2,2,71850,86166,100482,100482,114798,129114,200964
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03600,00400,1,1,1,7992865,7992865,7992865,7992865,7992865,7992865,7992865
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03700,00100,4,4,4,-2175485,-900688.25,-95385.5,-500082.75,305220,365925,-2000331
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03700,00300,1,1,1,-199,-199,-199,-199,-199,-199,-199
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03800,00100,4,4,4,-1955786,635849.5,3876931.5,17567210.25,20808292.25,64470764,70268841
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,03800,00200,1,1,1,-1,-1,-1,-1,-1,-1,-1
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04300,00100,1,1,1,-203140,-203140,-203140,-203140,-203140,-203140,-203140
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04300,00200,1,1,1,-1533,-1533,-1533,-1533,-1533,-1533,-1533
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04400,00100,2,2,2,20,29437220.5,58874421,58874421,88311621.5,117748822,117748842
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04400,00200,3,3,3,166,562,958,9702,14470,27982,29106
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04500,00100,5,5,5,-4131251,-678896,1784713,37162842.4,6620060,182219586,185814212
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04500,00200,3,3,3,-1368,-205,958,9190.66666666667,14470,27982,27572
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04500,00300,1,1,1,-199,-199,-199,-199,-199,-199,-199
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,04900,00100,3,3,3,-1275,1297258.5,2595792,2530144,3795853.5,4995915,7590432
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05000,00100,3,3,3,-1275,1297258.5,2595792,2530144,3795853.5,4995915,7590432
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05100,00100,5,5,5,-4132526,-678896,4380505,38680928.8,11615975,182219586,193404644
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05100,00200,3,3,3,-1368,-205,958,9190.66666666667,14470,27982,27572
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05100,00300,1,1,1,-199,-199,-199,-199,-199,-199,-199
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05200,00100,4,4,4,4049743,5418567.25,7587822,39766994.5,41936249.25,139842591,159067978
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05300,00200,3,3,3,-8742,-3431,1880,973,5830.5,9781,2919
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05400,00300,1,1,1,129114,129114,129114,129114,129114,129114,129114
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05500,00300,1,1,1,-107498,-107498,-107498,-107498,-107498,-107498,-107498
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05600,00300,1,1,1,35847,35847,35847,35847,35847,35847,35847
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05800,00400,1,1,1,-7992866,-7992866,-7992866,-7992866,-7992866,-7992866,-7992866
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05900,00100,4,4,4,4049743,5418567.25,7587822,39766994.5,41936249.25,139842591,159067978
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05900,00200,3,3,3,-8742,-3431,1880,973,5830.5,9781,2919
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05900,00300,2,2,2,-71651,-21459.75,28731.5,28731.5,78922.75,129114,57463
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,05900,00400,1,1,1,-7992866,-7992866,-7992866,-7992866,-7992866,-7992866,-7992866
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,06000,00100,6,6,6,-4132526,4853335.75,9778074.5,58745437,116157761.25,182219586,352472622
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,06000,00200,3,3,3,-10110,-3636,2838,10163.6666666667,20300.5,37763,30491
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,06000,00300,2,2,2,-71850,-21609,28632,28632,78873,129114,57264
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,06000,00400,1,1,1,-7992866,-7992866,-7992866,-7992866,-7992866,-7992866,-7992866
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00100,00200,7,7,7,-307632022,4524488,106748000,29486885.4285714,124723450,148796344,206408198
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00100,00400,3,3,3,9514,15644,21774,116226.666666667,169583,317392,348680
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00100,00600,2,2,2,109643,113237,116831,116831,120425,124019,233662
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00100,00800,1,1,1,8140045,8140045,8140045,8140045,8140045,8140045,8140045
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00200,00200,11,11,11,-177546437,-121162959,-59501006,-70326315.2727273,-12829197,-517348,-773589468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00300,00200,11,11,11,-485178459,-49968888.5,-7959914,-51561933.6363636,-109291,140540975,-567181270
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00300,00400,3,3,3,9514,15644,21774,116226.666666667,169583,317392,348680
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00300,00600,2,2,2,109643,113237,116831,116831,120425,124019,233662
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00300,00800,1,1,1,8140045,8140045,8140045,8140045,8140045,8140045,8140045
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00400,00100,3,3,3,5020669,9438588,13856507,12093400.3333333,15629766,17403025,36280201
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00400,00300,1,1,1,33488,33488,33488,33488,33488,33488,33488
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00400,00500,1,1,1,71850,71850,71850,71850,71850,71850,71850
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00500,00100,1,1,1,-117085,-117085,-117085,-117085,-117085,-117085,-117085
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00600,00100,2,2,2,1,2694042,5388083,5388083,8082124,10776165,10776166
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00600,00300,1,1,1,10111,10111,10111,10111,10111,10111,10111
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00700,00300,1,1,1,267,267,267,267,267,267,267
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00700,00500,1,1,1,5095,5095,5095,5095,5095,5095,5095
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00800,00300,1,1,1,280999,280999,280999,280999,280999,280999,280999
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,00900,00100,1,1,1,1835797,1835797,1835797,1835797,1835797,1835797,1835797
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01000,00200,3,3,3,13739423,15571224,17403025,16258359.6666667,17517828,17632631,48775079
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01000,00400,3,3,3,10111,21799.5,33488,108288.333333333,157377,281266,324865
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01000,00600,2,2,2,5095,21783.75,38472.5,38472.5,55161.25,71850,76945
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01100,00200,10,10,10,-485178459,-41510474,-6241153.5,-51840619.1,3934008.5,140540975,-518406191
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01100,00400,3,3,3,55262,173021,290780,224515,309141.5,327503,673545
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01100,00600,2,2,2,129114,142208.75,155303.5,155303.5,168398.25,181493,310607
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01100,00800,1,1,1,8140045,8140045,8140045,8140045,8140045,8140045,8140045
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01200,00100,1,1,1,49401,49401,49401,49401,49401,49401,49401
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01200,00300,2,2,2,1432,71323.75,141215.5,141215.5,211107.25,280999,282431
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01200,00500,1,1,1,26,26,26,26,26,26,26
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01300,00100,2,2,2,11221879,22029668,32837457,32837457,43645246,54453035,65674914
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01300,00300,1,1,1,19894,19894,19894,19894,19894,19894,19894
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01400,00100,2,2,2,92822,244212.5,395603,395603,546993.5,698384,791206
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01400,00300,1,1,1,33488,33488,33488,33488,33488,33488,33488
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01500,00100,1,1,1,1504,1504,1504,1504,1504,1504,1504
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01800,00200,4,4,4,1504,524164,6031243,16629256.25,22136335.25,54453035,66517025
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01800,00400,3,3,3,1432,27407,53382,111937.666666667,167190.5,280999,335813
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01800,00600,1,1,1,26,26,26,26,26,26,26
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01900,00200,10,10,10,-485178459,-82350250.25,-6241153.5,-58492321.6,2564056.25,139842591,-584923216
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01900,00400,3,3,3,1880,5830.5,9781,112577.333333333,167926,326071,337732
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01900,00600,2,2,2,129114,142202.25,155290.5,155290.5,168378.75,181467,310581
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G100000,01900,00800,1,1,1,8140045,8140045,8140045,8140045,8140045,8140045,8140045
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,00100,00100,10,10,10,239415,947819.5,6946683,18555666.1,28384696.75,74420376,185556661
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,00100,00300,10,10,10,239415,947819.5,6946683,18555666.1,28384696.75,74420376,185556661
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,00200,00100,1,1,1,4434389,4434389,4434389,4434389,4434389,4434389,4434389
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,00200,00300,1,1,1,4434389,4434389,4434389,4434389,4434389,4434389,4434389
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,00900,00100,4,4,4,238762,1201441.75,2309236.5,18330552.25,19438347,68464974,73322209
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,00900,00300,4,4,4,238762,1201441.75,2309236.5,18330552.25,19438347,68464974,73322209
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,01000,00100,11,11,11,731510,1396614.5,7526424,23937569,27609709.5,107566137,263313259
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,01000,00300,11,11,11,731510,1396614.5,7526424,23937569,27609709.5,107566137,263313259
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,01700,00100,11,11,11,731510,1396614.5,7526424,23937569,27609709.5,107566137,263313259
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,01700,00300,11,11,11,731510,1396614.5,7526424,23937569,27609709.5,107566137,263313259
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,01800,00100,6,6,6,76384,1632026.25,2498208.5,2728589.16666667,3845015.5,5661484,16371535
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,01800,00300,6,6,6,76384,1632026.25,2498208.5,2728589.16666667,3845015.5,5661484,16371535
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,02700,00100,4,4,4,502012,830115.25,1878744,12875152,13923780.75,47241108,51500608
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,02700,00300,4,4,4,502012,830115.25,1878744,12875152,13923780.75,47241108,51500608
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,02800,00100,11,11,11,1761750,4627184.5,7602808,30107763.8181818,53899740,107566137,331185402
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,02800,00300,11,11,11,1761750,4627184.5,7602808,30107763.8181818,53899740,107566137,331185402
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,02900,00200,11,11,11,9664290,49743042.5,104140202,89234442.6363636,125092388.5,182219588,981578869
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,03000,00100,1,1,1,961464,961464,961464,961464,961464,961464,961464
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,03100,00100,3,3,3,798164,2976917,5155670,5256178.33333333,7485185.5,9814701,15768535
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,03200,00100,1,1,1,439793,439793,439793,439793,439793,439793,439793
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,03300,00100,2,2,2,1201076,1235196,1269316,1269316,1303436,1337556,2538632
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,03600,00200,3,3,3,2575513,4466129.5,6356746,6569474.66666667,8566455.5,10776165,19708424
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,03700,00100,1,1,1,401226,401226,401226,401226,401226,401226,401226
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,03900,00100,1,1,1,4711898,4711898,4711898,4711898,4711898,4711898,4711898
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,04200,00200,1,1,1,5113124,5113124,5113124,5113124,5113124,5113124,5113124
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G200000,04300,00200,11,11,11,9664290,52574563,105981249,90561288.0909091,125092388.5,182219588,996174169
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,00100,00100,11,11,11,1761750,4627184.5,7602808,30107763.8181818,53899740,107566137,331185402
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,00200,00100,5,5,5,8809477,26340386,75190197,57629506.6,77700877,100106596,288147533
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,00300,00100,11,11,11,653603,2206551,3449599,3912533.54545455,5398625,7602808,43037869
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,00400,00100,11,11,11,9664290,52574563,105981249,90561288.0909091,125092388.5,182219588,996174169
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,00500,00100,11,11,11,-177546437,-121162959,-98378441,-86648754.5454545,-49968888.5,-9010687,-953136300
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,00700,00100,1,1,1,1666,1666,1666,1666,1666,1666,1666
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,01100,00100,1,1,1,13353,13353,13353,13353,13353,13353,13353
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,01600,00100,1,1,1,1748,1748,1748,1748,1748,1748,1748
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,01800,00100,2,2,2,840,890.25,940.5,940.5,990.75,1041,1881
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02200,00100,1,1,1,80927,80927,80927,80927,80927,80927,80927
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02300,00100,5,5,5,8477197,26748192,49377868,46712022.4,54313032,94643823,233560112
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02400,00100,3,3,3,2392,30981,59570,66725.6666666667,98892.5,138215,200177
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02402,00100,1,1,1,-71995958,-71995958,-71995958,-71995958,-71995958,-71995958,-71995958
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02403,00100,1,1,1,-843633,-843633,-843633,-843633,-843633,-843633,-843633
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02405,00100,1,1,1,-74491,-74491,-74491,-74491,-74491,-74491,-74491
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02407,00100,1,1,1,18601050,18601050,18601050,18601050,18601050,18601050,18601050
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02500,00100,4,4,4,8493339,22186272.75,38135727.5,44886708,60836162.75,94782038,179546832
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02600,00100,11,11,11,-177546437,-121162959,-59501006,-70326315.2727273,-12829197,-517348,-773589468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G300000,02900,00100,11,11,11,-177546437,-121162959,-59501006,-70326315.2727273,-12829197,-517348,-773589468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,00100,00100,10,10,10,-571005171,-562016745.25,-164846682,-255939239.6,7168368.25,12161479,-2559392396
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,00400,00100,3,3,3,207946,7148483.5,14089021,17514944,26168443,38247865,52544832
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,00600,00100,1,1,1,-140361,-140361,-140361,-140361,-140361,-140361,-140361
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,00700,00100,6,6,6,651253,1383022.5,3602080,79612132.6666667,5271356,463346265,477672796
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,00800,00100,1,1,1,2230836,2230836,2230836,2230836,2230836,2230836,2230836
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,00900,00100,1,1,1,-17076134,-17076134,-17076134,-17076134,-17076134,-17076134,-17076134
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01000,00100,1,1,1,39490,39490,39490,39490,39490,39490,39490
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01100,00100,11,11,11,-565364760,-443890852.5,-15733651,-185829176.090909,11158362.5,39082572,-2044120937
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01200,00100,4,4,4,212,68762.75,99366.5,89698.75,120302.5,159850,358795
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01300,00100,4,4,4,6620,458756,630856.5,4230198.5,4402299,15652461,16920794
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01400,00100,3,3,3,-10582929,-5617587,-652245,-3927086.33333333,-599165,-546085,-11781259
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01500,00100,7,7,7,23225180,29282304,30388238,68077571.1428572,94332126.5,175700719,476542998
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01600,00100,6,6,6,-76845355,-23153767,-17755220,-27212479.8333333,-14706699.75,-12275275,-163274879
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01700,00100,1,1,1,39781126,39781126,39781126,39781126,39781126,39781126,39781126
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01800,00100,1,1,1,-950183,-950183,-950183,-950183,-950183,-950183,-950183
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,01900,00100,4,4,4,540571,1293772.75,1548631,2666864.5,2921722.75,7029625,10667458
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,02000,00100,4,4,4,-5062527,-2245936.5,-1237230.5,-2019389.75,-1010683.75,-540571,-8077559
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,02100,00100,2,2,2,377954,535922.5,693891,693891,851859.5,1009828,1387782
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,02200,00100,2,2,2,-910813,-774400,-637987,-637987,-501574,-365161,-1275974
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,02300,00100,8,8,8,1386603,1851715.25,2777421.5,3671131.625,4867963.25,8372135,29369053
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,02400,00100,7,7,7,-7260015,-2763219.5,-1512895,-2387052.85714286,-1184756,-40509,-16709370
